crop,temperature,humidity,rainfall,soil_moisture,growth_stage,previous_disease_history,risk_percentage,risk_level,disease_category
chickpea,16.43256072199416,55.68816625769752,51.61301925488399,25.22540812404894,flowering,0,44.5,medium,powdery_mildew
chickpea,17.531484335438016,52.9880736671565,101.2554876617299,91.87479230628418,flowering,0,49.4,medium,rust
maize,21.29761918556987,68.65641633006246,61.198028354792825,22.637144612122235,vegetative,1,55.4,medium,leaf_blight
banana,28.501809538664787,63.76782790726993,229.0431180820253,47.70373317994138,maturity,0,79.1,high,blast
rice,20.585992467998988,95.83240024950197,72.59943054858778,85.02314892197438,vegetative,0,76.9,high,bacterial_wilt
maize,26.277988222662902,99.62820039013037,194.5054219426903,58.25150603290098,flowering,0,75.0,high,blast
banana,30.28984296598042,56.645479385578895,82.33603729690722,30.315390587434614,flowering,0,48.2,medium,powdery_mildew
wheat,18.786185017119905,53.05765129411307,257.87004452649745,90.4237846224948,maturity,0,58.1,medium,leaf_blight
chickpea,18.225277207135495,28.128204661283895,198.89154742400154,69.45076075904605,seedling,0,41.0,medium,rust
watermelon,25.663840286511444,89.62048193747029,207.95874088009262,37.02869275735955,maturity,0,69.4,high,downy_mildew
coconut,25.87224726421769,98.75271125905242,74.39029805724998,13.607617523438575,maturity,0,63.1,medium,powdery_mildew
mango,29.55526071040807,92.41571227909454,67.88077766821048,37.767678212719034,flowering,0,61.0,medium,rust
wheat,27.600323033390474,99.05622956956238,31.114501935052953,48.61781451570412,vegetative,1,85.3,high,root_rot
watermelon,26.798784820129562,39.248593865011685,24.414076168654354,11.812372584316762,maturity,0,33.5,low,none_significant
maize,24.891369011054802,80.33020621953682,89.46785923889784,48.147636372780234,vegetative,0,66.4,high,blast
mango,24.826002211722916,81.56979615294713,195.6983109431932,70.06996793092357,seedling,0,73.1,high,root_rot
banana,25.10200642009185,97.10341499437757,181.58439127788682,38.87236678106326,seedling,0,88.8,high,downy_mildew
coconut,26.726770783644913,52.182267039954404,228.82464145736685,33.251246925004864,vegetative,0,74.0,high,downy_mildew
chickpea,25.178102762614692,67.14497949632194,247.63729881979935,66.10586965475301,flowering,0,78.2,high,root_rot
wheat,12.448308378359197,66.4068836039743,16.254029504341403,53.01913785800032,vegetative,0,36.1,low,none_significant
kidneybeans,15.40288611019877,25.213403499468427,173.40671129913864,84.88408081053815,flowering,0,48.9,medium,leaf_blight
mango,26.143537557796062,83.4716897749691,188.71586252767509,56.82605137718487,vegetative,0,67.9,high,bacterial_wilt
maize,32.29543249026226,26.28000656453736,22.714891122862156,75.85964888582309,seedling,0,23.9,low,none_significant
grapes,24.17610215082708,38.627375631275484,75.30895981266474,58.30432294003995,maturity,0,57.1,medium,rust
chickpea,17.966227940019305,47.58326098953093,239.70367556318675,22.084456545709486,vegetative,0,51.2,medium,powdery_mildew
cotton,22.791062828498863,42.957866076874176,174.04553165436897,86.19520138790189,flowering,0,57.7,medium,powdery_mildew
watermelon,25.030987349147704,74.90985888749611,64.74181836481998,67.48222948515986,seedling,0,67.5,high,bacterial_wilt
rice,23.1300247060822,76.27037103361056,148.78215049046716,8.145373549380679,flowering,0,55.3,medium,rust
kidneybeans,12.067578207124816,69.67959307917474,23.369515799896913,70.6977481002381,flowering,1,53.0,medium,powdery_mildew
banana,26.97648612481509,48.19516960110876,144.5562952602038,88.89145585317058,seedling,1,76.3,high,downy_mildew
coffee,25.466489883958904,79.66460093478058,25.964496647831925,13.23029433961471,flowering,1,70.3,high,bacterial_wilt
coconut,26.165590877476223,68.29142306199243,38.0886083410375,33.811056369620744,maturity,0,50.6,medium,powdery_mildew
coffee,24.3108577827669,44.887939191387154,155.53251459674473,81.08659372406821,vegetative,0,68.2,high,blast
mango,31.786710958329067,78.53396557921783,258.2059414229574,74.16500897610258,flowering,0,79.3,high,blast
maize,21.826173664592666,77.16184011669047,80.21203353084877,69.97609459097934,vegetative,0,58.3,medium,powdery_mildew
watermelon,24.29156878646543,92.80161929767924,92.59008484974865,13.545459794814008,vegetative,0,68.2,high,blast
mango,33.80104934826424,43.08873500622204,13.957558966637718,75.14441195909365,seedling,0,31.9,low,none_significant
wheat,21.9860002609162,52.02797186992758,285.16731237442133,28.876204531330014,seedling,0,65.3,high,blast
watermelon,27.437172477626746,98.01436589230731,210.09627598890447,88.35034183093522,vegetative,0,92.6,high,root_rot
chickpea,18.946522343926354,46.155044454175005,32.26130901634586,88.87235467644231,flowering,0,42.2,medium,leaf_blight
orange,23.405611852333955,38.762758529645055,22.69489456800723,58.402814307847436,flowering,0,36.1,low,none_significant
rice,26.614097732991414,43.66308703769115,264.7807425135504,20.416505903711005,vegetative,0,57.3,medium,powdery_mildew
lentil,19.363156991436135,67.34688992767329,188.18705218779562,22.764322255686164,maturity,1,60.4,medium,leaf_blight
wheat,21.51510787564331,50.15303683520267,24.060393052115238,30.840010908685603,seedling,0,31.7,low,none_significant
maize,19.571082957409853,70.82683350747226,218.63975647704353,50.6572675022591,vegetative,0,69.1,high,root_rot
coconut,25.667805279216637,44.59956452211608,206.2541147378868,76.26520543811039,flowering,0,56.0,medium,rust
watermelon,28.24921423157238,41.76849223114337,281.1272764442135,83.22766788148581,seedling,1,81.4,high,downy_mildew
kidneybeans,14.047555610538074,22.78286597977429,212.82107213905107,15.429134070788459,seedling,0,35.6,low,none_significant
kidneybeans,17.228928203954908,62.763278207833494,62.5855668423389,35.06919026813185,vegetative,0,43.7,medium,powdery_mildew
orange,28.060888837506234,39.722431725995435,118.81788003554925,88.21965944169256,vegetative,1,71.3,high,downy_mildew
maize,22.470961496347282,66.98644974421094,76.26874129886085,22.20195903072601,vegetative,0,54.2,medium,powdery_mildew
kidneybeans,16.988343998316235,98.68498564305645,225.4548151799106,18.760827657744535,maturity,0,54.3,medium,leaf_blight
grapes,23.646386732069956,77.1663755894291,257.849547188764,42.05429995370525,vegetative,1,83.1,high,downy_mildew
coffee,22.923180947007435,62.85100933047599,79.280740723567,50.533142311694604,seedling,1,69.2,high,bacterial_wilt
kidneybeans,17.018830323516514,92.08780024211919,68.93795673038493,22.425808857720657,flowering,0,49.0,medium,powdery_mildew
grapes,24.588454899258565,25.472201453280555,124.47559864514271,69.88879544429861,flowering,0,38.5,low,none_significant
lentil,20.431701548421835,73.91434244179032,164.35880564035529,8.516580973330345,seedling,0,64.6,medium,powdery_mildew
sugarcane,35.27998375540504,21.700672533203196,123.67944571772419,21.67671367536544,maturity,1,32.3,low,none_significant
lentil,20.33863834562886,45.20637824388885,38.71573697711077,55.3134922099635,maturity,0,45.9,medium,leaf_blight
cotton,28.204630448979163,46.192461394308886,261.2161636072123,40.86067370215461,maturity,0,58.2,medium,leaf_blight
coffee,24.30668961036215,82.83486930242206,105.54833290813012,87.89549150913643,flowering,0,64.2,medium,leaf_blight
grapes,22.966884616158875,75.34649492197964,4.358800435561672,65.41201799725897,flowering,0,51.7,medium,leaf_blight
sugarcane,29.519326312126392,43.439903799790315,295.97474368180747,89.6255764889786,maturity,0,70.1,high,downy_mildew
wheat,22.18511205087082,82.7507625113,155.80588610235907,47.90099984529927,seedling,0,66.5,high,downy_mildew
wheat,18.456965651707044,46.45678821564787,98.62023075150283,58.939155927595394,maturity,0,38.3,low,none_significant
mango,27.855756749072366,77.1190156852575,264.81860507276167,19.370239307931367,flowering,0,69.8,high,root_rot
chickpea,19.156323033486206,87.09930946889939,113.75450990101757,66.04490546437214,seedling,0,63.2,medium,rust
cotton,28.77568577993315,43.37599672678002,250.8193794965837,43.225976336406305,seedling,0,64.0,medium,leaf_blight
sugarcane,27.680424312283755,29.91738077878893,206.16024204168113,26.55430462959153,flowering,0,40.4,medium,powdery_mildew
maize,21.307731726582986,65.53429633957423,180.4467591018448,10.265486729732167,maturity,0,61.0,medium,powdery_mildew
cotton,24.8422947068585,71.47668310015122,37.77490843578969,91.32983499407914,seedling,1,84.5,high,blast
grapes,22.668817405881835,33.373185252791515,116.4582328421562,93.25816633123785,vegetative,0,46.4,medium,leaf_blight
orange,20.25414446692832,93.39696747819875,34.69686353299566,22.076869504606535,seedling,0,55.4,medium,powdery_mildew
coffee,23.904594573165916,83.36513681878742,293.48014347915665,22.636224621420734,flowering,0,74.1,high,root_rot
kidneybeans,17.453953448816918,91.93287137314142,143.5228593588007,60.28727563406947,vegetative,0,62.5,medium,powdery_mildew
coconut,25.220195574225748,59.17125205437997,60.11947762631177,8.615805904442672,maturity,0,55.8,medium,rust
kidneybeans,19.22924326972163,29.364744732089996,232.16729969062163,34.85913177062922,flowering,0,56.7,medium,powdery_mildew
lentil,25.40743487609494,96.44814715621044,150.72574726821722,84.89221971959785,seedling,0,88.6,high,downy_mildew
rice,24.40997765774077,68.00200354722276,195.20748862464436,74.73301719558596,maturity,0,82.3,high,downy_mildew
banana,22.15699153762737,55.538321067274595,232.92345449743468,77.94565231611715,flowering,0,87.5,high,downy_mildew
watermelon,27.09751625780538,41.364240139013056,282.33078007635794,29.904191847128853,maturity,1,72.3,high,bacterial_wilt
banana,28.880624861980728,63.941789269130524,113.66708640841757,77.91435547274193,maturity,0,66.0,high,blast
coconut,29.170839228719668,86.99403308218743,269.9585893788949,83.75427648368999,flowering,0,79.1,high,blast
wheat,11.786000555565252,26.13339453717841,37.56852742197481,25.350992964767574,flowering,1,29.1,low,none_significant
maize,24.64126227297256,58.130555838033445,209.90285667052024,33.95433163464796,flowering,0,60.2,medium,rust
mango,28.57562112621696,86.20770232330547,89.74890598811002,45.66631911039855,maturity,0,63.3,medium,rust
rice,25.761963016701817,96.24098778018617,210.2548052130973,77.92678342876492,vegetative,0,92.7,high,downy_mildew
kidneybeans,13.890636454344076,92.05342757643128,111.8811397458088,31.043256589093733,vegetative,0,45.5,medium,leaf_blight
kidneybeans,18.207981687139547,49.328333912082186,236.30270539188794,85.09050327766748,seedling,1,67.8,high,blast
cotton,31.258863506198267,45.96076010946948,296.1473313070496,77.35810854974056,seedling,1,78.4,high,root_rot
grapes,28.189679943237337,27.93914006924784,238.09907825472138,81.84036209153089,maturity,1,60.7,medium,rust
kidneybeans,13.514492989169625,75.26353560153247,55.155400778377306,41.07539040663879,maturity,0,44.0,medium,leaf_blight
orange,15.794599210008275,93.54343123569011,76.18877490102197,60.89998374498958,vegetative,0,48.8,medium,powdery_mildew
banana,26.509944410333965,87.74948539222274,10.383202629875388,42.07551504060961,maturity,0,56.3,medium,rust
orange,20.980546348797883,27.202937093341568,267.9596592746088,50.59573176334904,seedling,1,69.0,high,downy_mildew
rice,29.04911683366198,68.88331989797167,172.7031532916338,7.3651977419137795,flowering,0,67.1,high,blast
banana,30.109440789233457,91.883112109019,100.29470781151943,49.047977787239354,seedling,0,67.2,high,downy_mildew
sugarcane,30.635676412032893,33.204148595169976,73.2413413558853,59.328169819951896,seedling,0,46.4,medium,leaf_blight
grapes,21.453822096278017,92.7685617454006,169.85724953388515,58.13755923895967,seedling,0,73.4,high,bacterial_wilt
grapes,18.796740263007692,56.69885085130683,237.4552051435805,54.01193817598306,maturity,0,59.3,medium,leaf_blight
cotton,27.07877480972959,94.05371309210751,9.917924491797637,76.76637115163768,maturity,0,50.5,medium,leaf_blight
lentil,25.72436305960009,41.01440859723873,83.71476843567,13.532623925926064,maturity,0,43.9,medium,leaf_blight
grapes,21.348376148628002,39.065662516792294,12.864363866019989,37.29085081067995,vegetative,1,42.8,medium,leaf_blight
coconut,28.64836807957683,45.694429985708354,234.53578796708337,70.36307824145669,vegetative,0,51.4,medium,rust
cotton,21.556382126590623,75.86764788659828,224.14399450934943,11.390872806469105,flowering,1,85.6,high,bacterial_wilt
chickpea,19.220651629735972,68.67330660607162,195.9062805641223,11.195292089539842,flowering,0,52.2,medium,powdery_mildew
grapes,28.042737839856567,68.44074657712342,175.95744919703432,38.0975766646043,flowering,1,75.1,high,root_rot
cotton,28.09344704285463,36.16509084060982,154.16297150492403,53.10862679596961,maturity,0,47.8,medium,leaf_blight
wheat,19.299504483879506,41.94404907997544,42.938295204039136,41.431104057399914,seedling,0,26.2,low,none_significant
maize,30.840956799265033,68.61135033434464,27.685995975370258,92.4417455391193,vegetative,0,57.0,medium,leaf_blight
sugarcane,28.4449587127533,42.19622410197345,248.36084374940236,60.133081658746654,maturity,1,75.6,high,bacterial_wilt
orange,22.93446789517596,78.98776765692367,282.77004931961665,45.81483868058655,flowering,0,71.4,high,blast
maize,23.801350742506898,69.94743621825668,54.23392161905491,72.79690580912148,vegetative,1,71.1,high,bacterial_wilt
lentil,24.72012416282677,60.033942855077164,278.77383509524697,12.443964580736184,maturity,1,74.0,high,blast
rice,27.179370974877184,20.53567833114254,56.42411760053145,79.55648784106907,vegetative,0,39.4,low,none_significant
grapes,21.65584782578275,55.083075776238644,298.1179057552258,74.68575345541296,flowering,0,66.5,high,root_rot
lentil,20.283232285826614,47.14229237930978,125.33751193977943,21.50507256673993,flowering,0,48.4,medium,rust
sugarcane,29.024341292274006,48.82524429390351,226.90943833580087,80.1883691790766,vegetative,1,84.6,high,bacterial_wilt
watermelon,17.784016441690856,95.5215300264603,3.3480485053664077,56.31714045795938,vegetative,1,53.3,medium,powdery_mildew
cotton,31.50206856303697,48.008151633919184,97.47577425977929,14.477942071813434,seedling,1,57.0,medium,rust
grapes,23.815525125516952,87.50836216422175,135.54416123759466,19.379483738657157,flowering,0,63.1,medium,rust
kidneybeans,21.497992737308792,54.302379799362356,154.1344186624226,87.0817312767668,maturity,0,55.7,medium,leaf_blight
banana,25.297977074378174,55.18008376992482,119.5613436548918,89.15241295522986,flowering,0,66.3,high,downy_mildew
kidneybeans,18.966621791094543,20.717444537878393,134.5776243030747,89.57257792995945,flowering,0,40.5,medium,leaf_blight
chickpea,15.941395026334652,99.73114265096595,197.7160989166047,29.86588193579851,maturity,0,79.7,high,downy_mildew
banana,26.232011374536732,78.8116411090332,149.24995869068044,41.702010791366654,seedling,1,74.6,high,root_rot
maize,18.686414068467556,88.51968955776401,72.92292940446123,22.57554435503436,flowering,0,40.3,medium,rust
orange,30.26402673963712,54.15426989402658,244.8533152178899,88.6985122533084,flowering,0,70.1,high,blast
coconut,26.393453355089264,29.301074053927223,54.77466787168801,36.31499933932027,flowering,1,48.3,medium,leaf_blight
watermelon,24.839640060125852,29.418938782571846,172.82514562659645,89.04640859370143,vegetative,0,70.3,high,blast
rice,23.987815269433522,53.399945110981506,284.19641548367395,67.21609413129875,vegetative,1,78.3,high,downy_mildew
maize,29.932559385655484,73.86007730538282,191.42303377886887,16.19356999629472,maturity,1,77.1,high,downy_mildew
orange,21.52791656653745,96.55081895342099,32.76041412061023,5.363407886097668,seedling,0,59.0,medium,leaf_blight
orange,23.337440353379737,95.6262803575817,230.77693929820373,42.822666646933015,vegetative,1,87.6,high,downy_mildew
lentil,20.570840152206618,74.95195726731541,21.190611754769172,26.177847210059802,flowering,0,50.0,medium,leaf_blight
wheat,15.844012392079781,44.399644442236934,110.18413298279019,83.13431079547371,vegetative,1,47.5,medium,leaf_blight
watermelon,24.23242998815167,25.974170894952238,146.6086134443524,88.19536597193816,maturity,0,58.9,medium,leaf_blight
banana,26.38405346611416,89.01362202158295,174.75847910271833,87.8240795605056,flowering,0,76.8,high,blast
maize,29.987961988098878,34.37714169547248,9.849632054905422,28.01857154165468,flowering,0,25.4,low,none_significant
banana,28.09211631278848,31.82778567016019,25.797963789449252,91.41643897768895,seedling,1,47.8,medium,powdery_mildew
cotton,30.03825441348814,52.94405919495584,247.9199320989776,85.3472865293954,vegetative,0,75.4,high,downy_mildew
watermelon,24.435652020477086,57.638123550495536,142.60906090796138,49.389277795191326,vegetative,0,59.8,medium,powdery_mildew
kidneybeans,20.267413311645413,45.91949405993453,186.5341022412529,48.647776839399214,vegetative,0,74.0,high,bacterial_wilt
cotton,25.629606313594696,51.28231705447086,102.48900623766359,30.3034362883178,maturity,0,55.4,medium,powdery_mildew
rice,25.5725078915456,34.65125218040741,277.0214285006845,56.40476278063708,flowering,0,56.4,medium,powdery_mildew
wheat,12.673521316936334,33.545129953434525,249.93315292022902,91.99474842798146,flowering,1,69.6,high,bacterial_wilt
coconut,22.848045768464928,49.14490996544636,135.10899818852363,58.70987394722441,flowering,0,58.5,medium,leaf_blight
cotton,31.06737422386558,28.162786671141724,127.07234467758714,93.06386394808284,seedling,0,64.9,medium,rust
kidneybeans,13.613937453371417,23.398936844539726,296.72840802971024,34.44505256203716,flowering,0,44.1,medium,powdery_mildew
orange,20.427271289885056,36.44401169300778,214.93389246111312,83.71082402398635,seedling,0,69.6,high,downy_mildew
coffee,26.81743293056061,63.08298353483161,200.86514653806088,62.183298308669954,maturity,0,70.1,high,root_rot
coffee,25.355345468927897,46.6969640048669,124.52290347031861,6.226160117206052,vegetative,1,60.1,medium,powdery_mildew
cotton,26.893020806885975,61.21395450105345,136.80313145519423,82.57866359500049,vegetative,0,66.2,high,downy_mildew
cotton,29.824167758564265,40.26944508500807,126.85368201893652,30.65360981857323,maturity,0,55.9,medium,powdery_mildew
chickpea,19.75498694828611,62.82146778499608,218.05004436659283,60.05044206393506,vegetative,1,72.9,high,blast
rice,25.85210750637708,95.06913812303347,135.43577884292802,79.5546175746471,maturity,0,71.5,high,root_rot
mango,28.383252542283298,75.55259849947186,246.08678451719743,45.644676398056674,vegetative,0,63.5,medium,rust
watermelon,23.441607589409397,48.46341121025377,110.49881973324902,54.41876814914128,seedling,1,67.9,high,blast
wheat,22.386877205227453,62.353439762647824,228.2848361989632,26.561978564661604,vegetative,0,61.2,medium,rust
orange,21.528519232110654,39.42132040425921,43.8878444482527,80.7385839655301,vegetative,0,50.6,medium,powdery_mildew
coffee,22.232113949110925,93.5981539606818,163.3881516270442,27.402136580986788,seedling,1,72.3,high,bacterial_wilt
orange,17.62169420998658,96.96535267474992,59.21616921438025,83.99242606208158,maturity,0,60.0,medium,powdery_mildew
wheat,16.627392982085457,91.73374214915944,38.38868896734243,81.08443474508721,seedling,1,61.8,medium,rust
grapes,22.690751652495514,41.00664250335349,159.2728199881342,86.83330432933052,flowering,0,65.1,high,blast
cotton,29.227246201981373,57.50800941324964,252.2698376532972,60.53195267306364,flowering,0,63.2,medium,leaf_blight
wheat,23.686506218644567,42.7632701861874,78.85324709417534,90.08269578443809,vegetative,0,54.9,medium,rust
lentil,21.46859961564828,68.49321996568402,76.04926099393954,77.00135352452881,maturity,0,65.9,high,downy_mildew
kidneybeans,20.174489285543892,85.10566247383626,20.239046152829253,88.5352797560553,maturity,0,75.0,high,blast
maize,19.85852948429416,61.245394979388664,175.75026863065176,64.62457823125948,seedling,0,61.0,medium,rust
chickpea,23.84014331442898,52.11006312644378,84.66730125825406,9.729199527438057,flowering,0,32.9,low,none_significant
watermelon,25.250180390547577,94.70244917237564,264.20289335149613,55.48739344235027,seedling,0,81.7,high,bacterial_wilt
maize,18.202411838659888,57.117017751759356,171.9278609265312,70.82910400087977,flowering,0,68.1,high,bacterial_wilt
sugarcane,30.367807653669928,95.22534251601638,50.39361401488457,84.60374193896804,vegetative,1,78.6,high,root_rot
lentil,24.59422408907156,83.4076710433176,40.978857736261986,32.54109059305654,seedling,1,70.5,high,root_rot
kidneybeans,17.92938002952631,41.724294740816106,159.30656260549088,19.159878869830443,seedling,0,44.7,medium,powdery_mildew
sugarcane,32.088838189515506,99.50286441496111,248.910757912246,54.85327298873924,vegetative,1,78.1,high,bacterial_wilt
coffee,25.893217164671576,65.57652239100169,92.3969348299544,78.04904111942204,seedling,0,48.5,medium,leaf_blight
kidneybeans,16.723380459465698,50.32597771816633,119.37194926042538,47.26852850024272,seedling,0,39.7,low,none_significant
sugarcane,24.534379406775223,45.25626025020361,289.92207375565556,43.49887271169222,flowering,0,51.2,medium,powdery_mildew
sugarcane,24.660332227105467,37.90377535433421,196.9059221649742,23.65070659149499,maturity,1,65.0,medium,powdery_mildew
cotton,24.073437374982515,87.38812379389066,271.367730530285,17.209433158013667,seedling,0,68.7,high,bacterial_wilt
lentil,22.69188144530147,75.89462043198434,44.24235548970618,74.15158648242101,vegetative,0,67.0,high,root_rot
watermelon,22.64568978817021,89.583969208756,26.654169234514523,73.61808106108596,seedling,0,62.4,medium,rust
coffee,23.966491198600533,74.02979939254827,94.85855044651986,72.37132790253332,seedling,0,66.6,high,root_rot
cotton,26.082303051382926,31.889318730701106,263.7635946177858,25.927673287028966,maturity,0,54.8,medium,leaf_blight
grapes,22.000377521856475,60.73345706699964,166.5074711128564,25.451917763635535,vegetative,1,69.6,high,blast
cotton,30.34568426072773,57.753930255756785,175.17093089468162,67.24644848950769,maturity,0,64.4,medium,leaf_blight
kidneybeans,14.409606573293853,79.9385369399079,109.01590494233179,71.51852719198374,maturity,1,71.7,high,root_rot
maize,23.224533150827458,78.5265909302218,200.10409714972297,93.46029336611119,maturity,0,74.9,high,downy_mildew
lentil,20.65655942628488,67.70241512965151,177.69200234282462,61.84623691808101,seedling,0,59.9,medium,rust
cotton,29.467259685820828,50.01781913552088,159.80082233282548,79.99892400331312,vegetative,0,60.6,medium,leaf_blight
sugarcane,24.977915123543056,31.307507047221712,61.65482335282765,61.27533443191565,seedling,0,44.3,medium,rust
banana,27.323033917070536,24.48386492303147,103.42788998682238,17.208744616070565,flowering,0,39.6,low,none_significant
lentil,23.92526513979773,79.06008593702671,26.920772664639802,88.88497983929871,seedling,0,63.6,medium,rust
orange,20.886372362307828,40.820846591550534,115.3502269272613,60.04282469443879,flowering,0,50.3,medium,rust
sugarcane,32.01990796810844,93.00339210986186,32.004559726318895,91.12026038225858,maturity,0,55.2,medium,powdery_mildew
sugarcane,26.713004979777672,86.21749218607314,37.42124404314754,44.535992329593526,flowering,0,68.0,high,root_rot
orange,22.647875408789737,45.58349480841555,37.505465368841996,21.6119551073328,maturity,0,39.0,low,none_significant
kidneybeans,20.686933854639634,79.04557204284025,120.57384065767764,53.26945469581377,vegetative,0,65.9,high,root_rot
sugarcane,23.359009996165074,62.09756157568748,209.02939301839535,37.27244241069279,maturity,0,67.0,high,bacterial_wilt
grapes,22.260965453547204,24.38379058085573,270.1628175767989,88.3432999650016,flowering,0,57.9,medium,leaf_blight
coffee,25.63954662058376,38.3772518011796,152.269808704475,60.24302885855952,vegetative,1,71.1,high,blast
coffee,23.336636949016484,94.36198092642277,263.6313059318722,7.973677783009419,seedling,0,79.9,high,root_rot
maize,19.769252528285072,86.36967826524868,128.23068977658474,55.13265393384747,seedling,1,61.7,medium,leaf_blight
lentil,22.975697066053097,74.30423643858929,289.88407279603746,48.53895339709948,seedling,0,64.3,medium,powdery_mildew
mango,33.983667239021315,26.35259440703626,242.20986948578152,82.78418882446289,vegetative,0,47.6,medium,powdery_mildew
coffee,20.96885162234123,54.69063098599142,134.3625905699992,94.79429015217421,flowering,0,70.0,high,blast
banana,25.029843432939543,56.89896920134522,87.30193437013911,53.17413908059282,vegetative,0,49.7,medium,leaf_blight
wheat,22.025413977957854,23.09739533535801,197.64002382663992,92.27078552143433,flowering,0,57.4,medium,leaf_blight
coffee,26.001008247994147,44.79297236563112,290.0592443359045,24.363048417241778,seedling,0,64.2,medium,leaf_blight
watermelon,26.119868802307213,33.77851878187557,195.43112746790052,19.859590816328733,flowering,1,67.1,high,downy_mildew
sugarcane,25.82898958156061,49.417843630389804,216.28304471373042,94.79956280891962,seedling,0,77.9,high,downy_mildew
rice,23.56906891029802,81.82686947359326,182.00674170453124,42.07292494313726,flowering,1,81.6,high,downy_mildew
grapes,20.810231516747766,29.729746580923564,27.80863556389597,63.43870881824869,vegetative,1,41.3,medium,leaf_blight
lentil,25.81732521817485,37.613110592936295,2.1117629048151954,45.124640612001265,vegetative,0,37.2,low,none_significant
watermelon,24.05935760356371,87.65510296768173,109.65166876127218,76.1084197557305,vegetative,0,82.2,high,blast
cotton,23.898247356045495,27.318228511663616,41.64879743856058,31.41319642099862,vegetative,0,31.1,low,none_significant
wheat,27.030574226394023,69.53763491644197,112.74646851233567,10.412175260812067,vegetative,0,44.0,medium,leaf_blight
lentil,31.54941601722093,64.97719568486374,142.83156573033477,81.36636567366308,maturity,0,67.3,high,downy_mildew
