crop,area_hectare,N,P,K,temperature,humidity,ph,rainfall,yield_per_hectare,total_yield
chickpea,19.313151738962937,44.324099150994286,56.38810146585673,77.82715105886572,23.41550432050158,22.758545526862274,6.774241744293741,59.51045534401691,1.62,31.294
watermelon,16.69607800411019,94.27067980286743,22.379535056395188,27.29169270034713,25.93150666064639,87.68800737744711,6.275076072327712,46.855131684809514,18.055,301.449
cotton,7.948938823729255,133.2987834182624,33.282547092634886,55.265165761387024,29.13904458323256,74.07409668372168,7.338249462401615,81.8580234960771,1.876,14.915
watermelon,17.61794878180469,119.77514532134983,17.82294156385289,61.2173435497838,25.59529921460236,82.53788171771313,7.0766297203300255,37.94538241463526,15.534,273.684
cotton,8.718298103254414,111.51774720697267,49.50056345542194,61.411731403316274,27.967865655466355,71.10965374490252,6.799422372822849,107.62801851950776,2.018,17.59
watermelon,19.6233538999599,109.31082464359564,14.426744434755202,36.6701363830998,18.148988463268,79.86873360025733,6.100635035713794,49.18336102701227,16.044,314.843
watermelon,15.824363065673857,86.28882000685378,20.10131432617697,51.065925247768384,23.966136933375328,87.49407279190646,6.459095645033529,43.32309380164166,17.143,271.273
rice,17.5281186185753,66.99595063667158,51.09880528761576,37.26902784193193,25.92198200980315,81.3261590417815,6.142969504813597,207.83055725071694,3.703,64.9
mango,7.086433212656037,16.101818897745897,29.171128278042723,24.786758364175363,30.56624722022836,42.8089494460412,6.1805719652014615,108.1520149498976,6.915,49.002
coconut,3.394526584305115,17.333591659194727,15.277205545854997,40.88788345679043,30.0552204275793,93.98208013791803,5.693924598108984,161.73520836059183,6.833,23.195
maize,14.708318355602705,71.44896606182375,42.09709058991389,19.394127699863702,23.61128425573183,60.320332511181334,5.88857394062054,109.32897318133828,4.267,62.76
cotton,19.702108680099734,112.1065380920667,46.49363703851078,71.87468370645166,27.994799624936228,56.32541365099033,6.336046253377077,79.97993497155034,1.781,35.083
orange,19.588144332138896,32.8891646913822,18.73381201929216,9.398026048962448,24.707365535989897,89.75357351343419,6.107789933049254,40.96176141770155,9.501,186.112
cotton,10.00019982816687,104.38253112096018,40.57384612879008,57.980029108942915,26.343364652770543,76.01663643426934,6.31289114983019,80.79201232187202,2.046,20.456
orange,18.521735898785696,20.371971751167774,22.46124126722585,8.432612555987902,22.602151191544216,94.4209293057262,7.759417029929335,149.09429481529185,11.78,218.179
lentil,11.368884470066568,12.569412716229639,60.881049562989126,24.076968359265706,29.410009546419623,79.92128215855513,7.174834771277748,39.09268760171219,0.923,10.492
lentil,12.401357464187686,15.59168788179618,57.27371466018819,16.946248756476763,28.175202836137686,46.83410991458398,6.940957271613951,37.39195767119921,0.984,12.205
grapes,14.800345706806482,22.705354869149776,116.92918587056356,225.349882913302,21.4060396116798,81.76799556571544,6.123414248090667,45.74685515597853,8.473,125.4
wheat,15.58874392692239,91.87878238687401,59.664751638852934,34.34195515811466,17.79452884399304,60.43311054660157,7.219275856595273,58.576899164622354,3.118,48.605
orange,9.671622807184532,19.459982519884395,8.02817755680406,7.9166859025784975,17.595525645921217,93.75542853903272,6.68858948578226,65.36979915357594,11.436,110.601
kidneybeans,10.354230479438137,17.921020317646082,63.890963508998915,23.001831188059956,20.669043063656257,12.438036200547607,5.744940543794632,73.69263425151952,1.317,13.634
maize,12.203078448340705,100.26855722773782,38.54619375906887,30.68437023870746,28.591093602389673,60.17760581069472,6.483743938301785,150.5979641413776,3.842,46.89
rice,18.408859815894814,85.0061009871587,33.43649344855558,34.02822210901104,20.557652616182395,85.73027837993536,6.673351953881155,171.12647823013944,3.659,67.357
wheat,5.816914756094596,78.2584509752364,44.409710212109715,40.80962051937526,16.215638185952454,58.198527091165516,7.029614539805055,123.0340055190623,2.997,17.432
wheat,14.673457772432668,80.11222672098538,39.21580540355455,46.25502074829833,19.811365803569267,55.64268084191847,6.572237503121423,101.61713456459633,2.874,42.176
orange,1.6804564613226347,20.80356162256382,30.85475960859283,16.372552024989954,19.698981036559477,87.96487112501234,7.517192615644524,84.87996339712788,11.789,19.811
coffee,5.595262806845958,77.2946860793323,19.45384239356842,35.227223470243274,26.150839375165766,57.260895201592746,6.899235857754365,122.88463378990588,1.076,6.021
banana,9.699952611251188,102.28707823673292,63.58624424517122,167.44199050489,28.3549448009278,82.24349843844168,5.8610969530060055,173.87875483990885,32.31,313.403
maize,11.880776163545013,106.52620027001055,40.81120007375214,17.94519134590062,24.478263662480128,74.75357090207852,5.95672087276764,97.28117813414207,4.018,47.741
rice,19.113988488400196,86.17208060247619,37.178687525825886,33.339810078475395,26.126476145295676,92.50140209681332,7.079115024094359,178.4053797688183,3.163,60.456
orange,11.100819056270552,17.35147020079882,24.54591268110515,12.944444713941225,22.005346267925535,91.67544564260874,7.037490624261633,71.76155890030708,10.553,117.143
banana,5.336295082911228,92.38486279966843,74.95176779450604,188.90402166492484,26.506579903854554,88.34054528164305,5.5289758167183845,141.17451698153226,29.42,156.996
wheat,5.7205681497563585,99.34129610741192,62.93827843524382,51.16014831710701,14.229885768210904,56.3414242837998,6.5717582631033835,69.13345230186519,3.17,18.134
sugarcane,8.892942331517116,114.3315504768003,43.48181670943037,74.51667042524082,28.455212235754637,62.863252083142974,6.833584211112228,126.39446196966423,55.643,494.827
rice,11.09915805313647,90.19027155577953,52.9268034147698,29.182607316977055,20.44305939327107,78.77908884951498,6.753864943197152,228.83901574320984,3.238,35.943
orange,3.54254969876058,24.88592566655159,18.94532765333661,9.853898491128463,22.11678428555766,97.86179811024992,7.0669323780977695,84.25976990714179,11.561,40.956
coconut,9.630398358995413,29.339249460204993,16.459311595367243,20.040698668312064,24.448453721370218,96.44167017127745,5.400610416041839,178.34866021523624,5.779,55.655
grapes,16.853814307844722,17.734860957217617,115.94766825457926,179.4914964126939,20.93533349375705,75.41084799613077,5.760843599868819,95.50951324534682,8.5,143.252
wheat,11.127031225753328,99.55285806008604,43.646728674685896,41.30389980437435,14.886841258919475,51.60722615599586,6.632399796091574,80.86721888054421,3.033,33.747
kidneybeans,18.269753365521634,20.219046636600012,53.87481856587083,21.19715035290283,18.988352727321743,25.799190027004535,6.194047556154087,108.77954327891524,1.204,21.999
cotton,4.790027170314758,110.5770551316451,35.516455135254176,54.91329594489364,25.878570413622047,54.742610833723326,6.639047676003446,91.87170307609547,1.918,9.189
chickpea,10.402893108246488,30.99683067665721,71.76043124155994,94.34877610609374,22.866350538452682,19.574938831644367,6.3623369663633,55.462509095055324,1.303,13.556
maize,9.00307686277298,97.35988977000521,38.0733734277176,20.324092646928538,26.624512997230482,55.317736549915345,6.614770474225753,77.36610634620243,3.648,32.844
coconut,19.45717201162483,22.422699468591404,16.844376807573777,27.434928322967533,25.84839762783489,97.16312922973059,6.060403434069632,233.1990375050104,5.701,110.918
kidneybeans,13.801572975721916,18.353523913057508,54.16585614433254,22.984817674630477,17.600273049021123,28.132333310616517,6.331885916244847,115.01422097269779,1.276,17.607
kidneybeans,5.900980553029647,24.516300672632816,67.03468637950849,18.435801248574077,20.848942454508297,21.692048772309665,5.880327471275212,51.22501809776086,1.159,6.84
coconut,10.336473368343432,17.335460246201723,16.541266278120336,35.73769426647185,24.627006920131144,94.91936671294546,5.572907858087396,137.89127374491187,5.673,58.637
wheat,17.808356702754267,102.90888184792037,59.57272165279763,52.1212937903674,19.154720579237818,55.94212325632111,6.357083936207261,106.7159690822144,3.011,53.623
maize,10.194377148839116,81.9634273831448,47.00757589273028,21.428277408269476,19.5561174737916,56.47466040334904,7.012770345746008,86.69483905251214,3.541,36.098
maize,16.696534676301475,79.82205176710491,57.81655634618822,10.476837191675777,29.502713406862682,72.36124615861539,7.194533605609457,115.28878597696642,3.647,60.888
maize,19.749302581319714,58.50803251172059,45.29538259605739,22.949265554569653,26.151134827604473,74.65919642153169,6.3329055551558,80.68367866348696,3.391,66.972
kidneybeans,11.619476451189238,18.088071665578582,60.914808061230225,20.77625162520487,18.857240840373755,17.575277043669146,6.007408889132451,131.18576887103183,1.235,14.353
orange,8.19348618601551,16.108403769588854,14.364180696643245,11.33993980262462,18.40770516869989,88.93034503242514,6.91896484810288,118.06152905190748,9.97,81.692
lentil,3.1019848567307884,20.667268175727095,73.19330562133368,20.631369868795364,26.41229404165354,57.005256348115466,7.095566654167084,45.16023639244904,1.051,3.259
coconut,17.088010374521165,20.736463006469183,24.073100800978363,20.958926351352254,23.522760656325282,96.48756286121805,5.760672321343063,162.09347413868986,5.716,97.674
wheat,3.2679566517236998,111.11506539302223,36.6301944958553,53.422615131103356,19.933043992331868,49.36718169973837,6.361363337334176,94.74195482768094,2.914,9.523
coconut,8.968475230869698,32.14784269720552,24.002158083058614,44.721269628252,25.921370227178222,91.95421686234643,5.775666511334686,202.22320832058494,6.011,53.911
wheat,19.15943546093403,99.46851077909221,35.180932769021695,41.00379038731617,17.49069272401008,35.15675172398978,6.5907560387800626,84.36820020453506,2.675,51.258
grapes,12.495804607507901,14.129412755697896,152.19057584347215,194.73732805593147,23.3093903227417,90.36535845359286,5.594550775512744,54.24842092343168,8.019,100.205
sugarcane,2.7734350714418494,177.93696939285007,48.57313575667564,72.96838232445006,24.9058374995155,78.54636675535377,6.605003759452187,217.00105374765965,66.317,183.927
wheat,0.5751358786148232,105.72300446854736,67.39973801410464,30.358287064330113,22.569419054035226,52.05412413030986,7.307865259305922,68.33109273971681,2.999,1.725
wheat,10.93222973330099,118.50134977555409,46.88421573031208,44.81469073706931,19.062229122039092,49.86958804577346,7.303239599487683,89.22375591347782,2.773,30.315
banana,14.093237084935224,107.36022509145937,74.43514561889086,206.39962256575862,27.235656270556568,77.3817276426161,5.6127528794329535,165.28277287580917,26.298,370.629
coffee,10.025055691175599,122.18611468223938,20.774955927431943,36.88373362515806,26.92046717124508,60.32160243186949,6.901210402333532,191.06338102144377,0.914,9.163
cotton,14.81468923426989,115.90550249440653,49.13499957455969,61.08806810999288,22.80244325503194,80.22727588428643,6.510231671548115,82.57703717410675,1.854,27.469
sugarcane,12.38812045843066,117.64206493201306,55.45111210263535,67.97994275307104,29.7559839451279,72.1450946296502,6.601945954098714,132.49625056166602,61.996,768.018
wheat,8.015148628315565,83.6315443695593,22.03169842687579,60.06066636954314,18.292096902460052,31.451759376535545,6.921043442585963,88.79173313059653,2.664,21.356
sugarcane,2.3679508058574936,127.55322412333318,43.04074686174933,70.62411814024591,28.01994460455295,79.0391534465528,6.687012071717574,173.79680730700846,70.472,166.874
wheat,7.641729987754014,90.62938151288293,49.88846216340668,44.10805842790095,15.55978180112297,69.10562467994197,6.6109326798865915,47.21929741751612,2.684,20.508
rice,1.4207050017459095,63.54793272462593,61.44962511820409,35.09891669513738,27.600185208402138,81.34720202844775,6.308544913948855,209.48854000952952,3.831,5.443
wheat,16.695769870659277,100.90691957502243,42.015313208278,47.77306407794463,20.91516553935513,43.71213249940881,6.900906657864013,60.69846420829703,2.764,46.149
wheat,9.906535559899371,90.29455317974566,55.10169257879728,26.244334401431928,16.00931259259838,41.21787823469851,6.674849809903242,89.4609801951504,3.066,30.377
chickpea,11.75351828098297,31.02358108892397,58.967618582367976,65.0429929048288,22.183432374174313,10.0,6.588063063807721,48.53910978657259,1.169,13.74
watermelon,19.897199429521745,122.134365108592,18.731360101192827,47.69396603565405,19.29328879888246,80.31074290825973,6.562568530499869,30.828697841170133,14.042,279.395
coconut,14.881836107484359,24.109089251607575,18.35598658164614,39.895744645817096,28.22255621981943,93.20184534227222,6.180921393334207,119.33133285984646,5.669,84.364
coconut,5.576060576200857,8.84451121396787,17.178857403273284,35.8436161582393,28.801967961585145,98.42077448044917,6.35737119287257,166.0718048591979,5.615,31.308
coffee,8.101689942818506,80.2953747391272,18.91035020207376,34.75491705600801,19.91109697720781,47.593713939101534,6.958346142518319,171.29391432293983,0.989,8.01
grapes,6.508077986467501,21.713567038709947,134.62195892586686,212.778769482693,19.932816707587158,86.86569877197732,5.9986107972005405,86.27305257281296,9.034,58.797
chickpea,13.289171566763256,45.25887982217951,76.84030549679089,75.9592473599806,22.03554772378885,22.651608594131897,8.013583671548629,72.5288494958243,1.409,18.726
chickpea,11.32052938074879,44.8765791587451,58.73605099462554,71.59390875012812,20.12517401455257,14.941249648815296,7.662831449018441,70.72060346506323,1.661,18.802
coconut,17.302337085856415,11.708924237290983,14.680259893097386,31.788394960686155,29.334354603088965,99.84382617367895,5.773392483925019,186.18079211681575,5.97,103.287
grapes,13.580377490248402,14.927843888140611,121.22447065973716,194.07079883663903,20.809740068687518,73.59142154204976,6.542385455590043,63.89613078661458,8.019,108.901
cotton,9.724077533304285,115.77777397988409,40.64153233768431,67.15130386588307,28.205543250930063,80.82779101615131,8.058085025385154,85.9361068385988,2.095,20.375
chickpea,12.416159846630233,46.44704609703993,70.88758597459518,76.76566658313274,18.669489366194444,20.822024476802646,6.910713122053431,49.08924630306312,1.399,17.368
mango,0.5998925293876932,22.599133418705676,24.76446948865727,38.44157271709963,28.42540426623188,42.77370305340466,5.323662144050641,89.05688227534779,8.527,5.115
wheat,11.08510392935658,74.04111814932611,67.38976876293987,32.45797109182426,18.33553144462526,46.580625710599406,6.265199339405019,70.90120320621736,2.738,30.353
banana,2.5600409584635333,90.47222255847589,88.23517934180015,181.933287861127,27.9776590924594,74.15830424149405,5.891015907435165,178.66589908323866,27.168,69.55
chickpea,10.34135529989658,53.50611867552537,54.19458366442804,102.4220208859643,17.853016110177272,12.165493432632775,7.638081884924715,78.86456400236189,1.505,15.564
mango,1.4292199252994187,15.639627125138396,27.231218641510605,19.402680528510736,33.87461949358452,50.58231933537864,6.055106205759136,115.7265405253344,7.146,10.213
maize,1.234596003281983,101.48823731214752,52.93860573835728,8.599787600132496,23.381918869249166,55.05830794476973,6.392573332281744,70.22474601715908,4.054,5.005
wheat,4.768275699409719,109.05907646020923,28.803895973270738,28.76319754223021,19.43051170566199,53.93360222667352,6.593408716179668,96.57898388910924,2.755,13.138
mango,7.335367308726244,23.44164453436492,24.696322465039483,20.56695852696417,27.576026900788314,42.32510666994748,5.964512317447527,63.15104160717004,8.533,62.595
rice,6.205045222059168,69.37016182856487,52.90978240577572,42.16850867430807,27.555697806295544,80.03118683296049,6.297273732356533,211.47614020503673,4.041,25.075
grapes,6.107702799797052,21.053744303179723,121.30490539850624,193.71970158092165,22.430451480518602,77.72683374259576,5.980184836480605,66.18162851153411,8.265,50.478
kidneybeans,18.672961796385696,10.299374412749497,66.03023264422971,26.517891018014517,18.52066963703411,30.899015278008335,5.403708803227333,108.6961504089395,1.125,21.007
cotton,9.262092308980975,104.20411569821228,42.733011664834535,43.37905648604788,24.63383634661971,69.0856431737896,7.348279725734685,94.28092015366319,2.028,18.781
mango,18.575483194786617,27.001383193829874,40.05912011305357,24.862878092174704,27.396192500114605,56.5377236112734,6.376096445546943,75.23163380606418,7.911,146.951
coconut,10.601264760887931,23.639617252914746,9.07267821381496,31.61692948241955,27.90151677854844,91.42070337147214,6.0372224371266,118.1463534468947,6.089,64.548
banana,14.23177601958962,106.69117152333095,75.60668480792752,223.382787058416,30.180780793324253,78.7615014762488,5.754384490188462,125.86302618037837,33.565,477.689
mango,5.509644636009177,17.892038471987245,29.10073975573642,26.122278028995684,29.52446816155451,62.950944306474966,5.481898650726453,94.93833920746302,7.123,39.244
lentil,16.64283940082753,11.403179078874773,60.409217363024645,15.51913427756849,22.434075927194968,59.5735440564032,6.675214052064239,52.68588396032373,1.031,17.163
coconut,6.620894866087959,20.477287204759463,24.674459521224534,30.413126314575646,27.718900179109205,93.02656487875694,5.776930704251818,143.6209344499065,6.277,41.559
grapes,17.03587046446719,17.513098852687527,117.37308545102621,185.96797838799841,19.820502660150062,77.76004703448557,6.295209975640251,41.470206666492196,8.973,152.863
coconut,4.363669705365595,27.83890588684401,18.605400869772854,33.442247917356994,31.174956856831564,92.38194708260592,5.97232224049493,152.33036132378746,5.466,23.852
maize,16.947141461729352,114.99104571669474,30.467701932027946,28.802552858850888,22.864363438189294,57.45625234145544,6.509855248065994,64.80211688113104,3.879,65.731
rice,11.84777415034128,68.59365427135768,44.632174530351875,41.988075548056855,27.7023737724671,71.94629050079529,5.316151074464948,221.52594043363285,2.689,31.856
banana,18.409578919994704,77.98970836382725,69.91717734744401,194.708496187491,27.02366503647447,78.14306998366516,6.410705923528357,121.34378532602797,28.64,527.256
cotton,17.846668952319714,130.53658311774174,46.82059872656458,58.00738687079438,29.938163906059987,75.88469101887449,6.897566242956349,43.261500999672,1.97,35.166
kidneybeans,9.725152423541626,19.57960910123839,54.71769970305037,14.77413352547892,17.575632658796664,28.539472104891384,6.005631394528938,98.63524692621588,1.484,14.429
rice,11.796079290461568,86.2372345765576,37.66705747373497,42.569506737779506,22.56192988569291,86.24322516561811,6.273399329842374,116.43165644164077,3.472,40.954
cotton,2.8629477155605483,130.67893901068666,39.91434619569479,42.80335249283392,27.367196075164497,68.40843005322041,6.4203567499041165,86.43494866135774,2.103,6.021
rice,19.094811989147914,100.75042543543248,41.134176574963774,51.89250603189192,24.21835143762477,88.11909218356038,6.483428987469105,140.91766322989503,3.065,58.525
orange,16.932836903557458,23.70534901721841,16.532428361713173,3.414304927534168,25.51258187030196,90.20639453566959,7.824926007498384,106.69007820521932,10.979,185.914
grapes,1.4680181716476834,19.320103121778104,121.64117599776397,148.15480432589652,25.00406870989786,84.43910460751319,6.059921737853167,63.36298416112609,8.609,12.638
sugarcane,11.373548776919113,141.6851391852933,50.8531343230638,69.49870408902058,24.522917340217635,60.98626319712346,6.439922150190589,204.46691161987442,59.987,682.262
sugarcane,12.778279965692263,137.72470363406114,50.92119786764155,63.829553434621594,29.28846548984244,66.78369752140253,6.93526801910985,124.89589184776683,59.883,765.203
coconut,18.235803202147373,18.702741786589282,16.751358253635217,35.33625837385655,30.090407945064733,94.9195938152166,5.598995103442001,178.0368170173858,6.062,110.552
kidneybeans,18.080684075258294,14.133264083664965,48.718461089206244,21.89898347567803,20.47184774157215,26.254291984576994,6.062585339400932,76.63793067914821,1.284,23.21
banana,3.6357743159898925,119.96074669929858,83.19510455718843,199.22605854820767,27.40083118819646,82.54606068781072,6.217333982936962,182.50193149385595,30.437,110.663
banana,7.30784717299123,100.43837982842932,93.10604943144128,221.65639991105039,31.437374349293336,80.83586454341128,6.040980922731864,185.272036989389,29.124,212.837
banana,2.66758244610545,123.26833354580319,66.1721955883591,236.7187974736757,24.756236506862177,75.39564770514244,5.9039269506540455,157.6722513175607,31.669,84.48
banana,4.540425615180153,107.74850574630007,74.47817729807417,184.40652758807383,26.835282493519088,87.92077936753991,6.081919860764077,156.79354389027213,32.106,145.774
grapes,2.1830698431710696,17.8017394501899,152.45161433522068,214.40678356657216,22.809231018297112,90.0525468013849,6.110790572378617,81.33369457435967,8.844,19.307
rice,15.987234165657256,82.9050690625561,43.00390783729529,27.516563039324538,28.048178594054654,82.98098167650669,6.355605877885397,236.7844103913348,3.247,51.903
lentil,13.26404746343455,17.442707686226214,67.32344985304347,21.425963095638444,18.576797870080625,58.610750516620236,7.189057224197327,56.89836505891062,1.026,13.613
banana,14.635306236908042,140.09614149250856,79.07518622042417,183.47248149619372,24.60871382659773,72.57111159828379,5.767764166698199,72.9675270304353,24.948,365.117
lentil,11.40952972060278,11.153806523436042,73.33092348809625,24.129709618378502,23.78920887916743,56.484369865089405,7.39960669375671,45.02603348080272,1.025,11.699
grapes,7.617096712317084,23.14595197152792,128.30348445715364,228.7822389437393,25.280326011155783,89.35535378123187,5.98705883610361,84.27698122277123,7.854,59.826
sugarcane,9.466186489471687,178.49530563436872,45.42338885972824,42.06051319995313,28.12930982835773,83.63792327367213,6.816315405051439,214.8891380749153,64.385,609.484
watermelon,7.182207122178212,69.3602250643566,8.57113545334235,49.857454915990466,23.23959018997973,78.81664134020951,7.087535398726808,54.945001456636255,15.735,113.012
watermelon,10.972919570780125,94.06942860680103,15.524055053239483,66.18714946030856,23.93544847474609,87.93073067426842,6.428485834660577,57.97514411545151,18.64,204.53
cotton,7.862111325123185,132.34273647554377,38.01184584525407,49.138352440146626,28.22277321437064,70.04596826980976,6.894461660654868,81.71729444170809,2.24,17.61
